,CostType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State
4,Housing,7427.257684353058,9808.168312573038,9808.168312573038,13228.317385164417,7937.883128225722,9808.168312573038,9808.168312573038,13228.317385164417,7937.883128225722,9808.168312573038,9808.168312573038,13228.317385164417,Arkansas
5,Medical,2521.0000000000005,7734.000000000005,7521.000000000001,7829.999999999999,5790.0,7521.000000000001,7829.999999999999,7619.0,5790.0,7521.000000000001,7829.999999999999,7619.0,Arkansas
6,Other,4508.0,6723.0,6150.0,8948.000000000002,6723.0,6150.0,8948.000000000002,8655.000000000002,6723.0,6150.0,8948.000000000002,8655.000000000002,Arkansas
7,Required annual income after taxes,25942.300456686065,50151.391428131465,62756.92381593734,82557.96210579264,40511.69063056431,48920.778428289384,58060.710087577754,63081.29098313425,40511.69063056431,55952.44451817469,72124.1807664538,84176.45778370828,Arkansas
8,Required annual income before taxes,32367.29642140544,62572.00419879323,78299.10551093251,103004.3167268456,50544.548590984414,61036.67110886819,72440.0019056769,78703.80858651247,50544.548590984414,69809.7580447046,89986.35468015392,105023.392408222,Arkansas
9,Transportation,5508.999999999999,9776.000000000002,12709.000000000004,15011.999999999998,9776.000000000002,12709.000000000004,15011.999999999998,16303.999999999998,9776.000000000002,12709.000000000004,15011.999999999998,16303.999999999998,Arkansas
0,Annual taxes,9384.964651389715,21298.762001316856,26494.786198624617,35677.891756976074,15923.096895458804,19668.006063207522,22553.401148833098,25873.429549081306,15923.096895458804,23122.496741784682,29462.709762260387,36236.91002541114,California
1,Child Care,0.0,11403.666726100582,22807.361946199355,34211.23898278889,0.0,11403.666726100582,22807.361946199355,34211.23898278889,0.0,11403.666726100582,22807.361946199355,34211.23898278889,California
2,Civic,2581.000000000001,4144.0,5120.000000000003,6685.999999999999,4144.0,5120.000000000003,6685.999999999999,5314.000000000004,4144.0,5120.000000000003,6685.999999999999,5314.000000000004,California
3,Food,3999.0,5893.000000000001,8853.000000000002,11742.000000000005,7332.0,9124.0,11763.999999999998,14320.999999999996,7332.0,9124.0,11763.999999999998,14320.999999999996,California
4,Housing,17535.294445086984,25440.50820095814,25440.50820095814,34575.72650996782,20250.193803472284,25440.50820095814,25440.50820095814,34575.72650996782,20250.193803472284,25440.50820095814,25440.50820095814,34575.72650996782,California
5,Medical,2288.0,7462.0,7249.0,7558.999999999999,5764.000000000003,7249.0,7558.999999999999,7347.0,5764.000000000003,7249.0,7558.999999999999,7347.0,California
6,Other,4748.000000000001,7079.999999999999,6477.0,9423.999999999998,7079.999999999999,6477.0,9423.999999999998,9115.000000000002,7079.999999999999,6477.0,9423.999999999998,9115.000000000002,California
7,Required annual income after taxes,36212.094981257935,70309.1697298407,87460.93293186958,117775.92928981484,53455.208865832254,64925.50820095814,74450.56706602944,85410.00397690538,53455.208865832254,76329.17492705873,97257.93293186951,119621.2429596943,California
8,Required annual income before taxes,45596.949667406654,91607.76065171688,113955.74447219733,153453.746189162,69378.28377503775,84593.4642760311,97004.29565445917,111283.48130352797,69378.28377503775,99451.67895438772,126720.68799673844,155858.45391375033,California
9,Transportation,4938.000000000004,8761.999999999998,11391.0,13456.000000000002,8761.999999999998,11391.0,13456.000000000002,14613.000000000002,8761.999999999998,11391.0,13456.000000000002,14613.000000000002,California
0,Annual taxes,7366.387561588966,14419.839134263,18245.93586887916,24553.24479642379,11219.662776206416,13265.37533009836,15427.584362884047,17409.151935315618,11219.662776206416,15786.59037237801,20469.684446172774,24972.109679643214,Colorado
1,Child Care,0.0,11106.355788926094,22212.504445261806,33318.78294416745,0.0,11106.355788926094,22212.504445261806,33318.78294416745,0.0,11106.355788926094,22212.504445261806,33318.78294416745,Colorado
2,Civic,2581.0,4143.999999999999,5120.000000000001,6686.0,4143.999999999999,5120.000000000001,6686.0,5314.0,4143.999999999999,5120.000000000001,6686.0,5314.0,Colorado
3,Food,3998.9999999999995,5893.000000000002,8853.0,11742.000000000004,7332.0,9123.999999999998,11763.999999999995,14321.000000000002,7332.0,9123.999999999998,11763.999999999995,14321.000000000002,Colorado
4,Housing,13332.572330026098,18365.207156734523,18365.207156734523,25270.075295303403,14797.66227123426,18365.207156734523,18365.207156734523,25270.075295303403,14797.66227123426,18365.207156734523,18365.207156734523,25270.075295303403,Colorado
5,Medical,2729.0,8051.000000000003,7837.999999999999,8148.000000000001,7187.000000000001,7837.999999999999,8148.000000000001,7937.000000000002,7187.000000000001,7837.999999999999,8148.000000000001,7937.000000000002,Colorado
6,Other,4748.0,7080.000000000002,6477.0,9424.000000000005,7080.000000000002,6477.0,9424.000000000005,9115.0,7080.000000000002,6477.0,9424.000000000005,9115.0,Colorado
7,Required annual income after taxes,32451.276788609983,63526.23216321578,80380.44960877931,108166.87261705028,49426.62789665484,58439.87774468374,67964.94516351748,76693.85644527005,49426.62789665484,69546.23353360985,90177.4496087793,110012.63938943742,Colorado
8,Required annual income before taxes,39817.04349661278,77945.98869951432,98626.47418974145,132720.3069201562,60646.17492790149,71705.44775858462,83392.54772046769,94102.5713817264,60646.17492790149,85332.56427530074,110647.24991874899,134984.62357570973,Colorado
9,Transportation,4938.0,8762.0,11391.0,13455.999999999996,8762.0,11391.0,13455.999999999996,14613.000000000005,8762.0,11391.0,13455.999999999996,14613.000000000005,Colorado
0,Annual taxes,7319.625,14707.0,18389.125,24920.125,11491.625,13811.375,16194.75,17606.0,11491.625,16091.125,21343.625,25230.5,Connecticut
1,Child Care,0.0,9441.5,18883.125,28325.0,0.0,9441.5,18883.125,28325.0,0.0,9441.5,18883.125,28325.0,Connecticut
2,Civic,3207.0,5149.0,6361.0,8307.0,5149.0,6361.0,8307.0,6603.0,5149.0,6361.0,8307.0,6603.0,Connecticut
3,Food,3891.0,5734.0,8613.0,11425.0,7133.0,8878.0,11446.0,13934.0,7133.0,8878.0,11446.0,13934.0,Connecticut
4,Housing,11767.75,17362.375,17362.375,21981.375,13891.625,17362.375,17362.375,21981.375,13891.625,17362.375,17362.375,21981.375,Connecticut
5,Medical,2798.0,7699.0,7486.0,7795.0,5896.0,7486.0,7795.0,7584.0,5896.0,7486.0,7795.0,7584.0,Connecticut
6,Other,5275.0,7867.0,7197.0,10471.0,7867.0,7197.0,10471.0,10128.0,7867.0,7197.0,10471.0,10128.0,Connecticut
7,Required annual income after taxes,31306.125,60906.875,75817.25,99992.0,47590.75,57198.375,67069.375,72913.375,47590.75,66639.875,85952.5,101238.375,Connecticut
8,Required annual income before taxes,38625.75,75613.75,94206.375,124912.0,59082.375,71009.625,83264.125,90519.5,59082.375,82731.0,107296.125,126469.125,Connecticut
9,Transportation,4244.0,7531.0,9791.0,11565.0,7531.0,9791.0,11565.0,12560.0,7531.0,9791.0,11565.0,12560.0,Connecticut
0,Annual taxes,7180.74908974505,14966.44137251128,18614.64026960043,24393.661999850745,10956.528990687315,14260.242475422132,16624.242475422136,18192.24887764681,10956.528990687315,16466.87627406235,21037.64026960043,24812.096901401812,Delaware
1,Child Care,0.0,8530.843237797477,17062.251574043887,25593.27838090487,0.0,8530.843237797477,17062.251574043887,25593.27838090487,0.0,8530.843237797477,17062.251574043887,25593.27838090487,Delaware
2,Civic,2503.0,4018.9999999999995,4965.0,6483.0,4018.9999999999995,4965.0,6483.0,5153.0,4018.9999999999995,4965.0,6483.0,5153.0,Delaware
3,Food,3351.0,4937.0,7416.999999999999,9838.0,6143.0,7644.999999999999,9856.0,11999.0,6143.0,7644.999999999999,9856.0,11999.0,Delaware
4,Housing,10788.268092176324,14934.98610167361,14934.98610167361,19396.575457876894,12183.28400739987,14934.98610167361,14934.98610167361,19396.575457876894,12183.28400739987,14934.98610167361,14934.98610167361,19396.575457876894,Delaware
5,Medical,2863.0,8819.0,8606.0,8916.0,6265.0,8606.0,8916.0,8705.0,6265.0,8606.0,8916.0,8705.0,Delaware
6,Other,4508.0,6723.0,6150.0,8948.0,6723.0,6150.0,8948.0,8655.0,6723.0,6150.0,8948.0,8655.0,Delaware
7,Required annual income after taxes,29644.268092176324,57862.829339471085,71967.42124478101,94309.85383878177,45231.46757646338,55132.98610167361,64272.98610167361,70334.5754578769,45231.46757646338,63663.829339471085,81335.23767571751,95927.85383878177,Delaware
8,Required annual income before taxes,36825.20075098488,72829.27071198236,90581.87794531792,118703.5158386325,56188.56166559963,69393.41214615924,80897.22857709575,88527.07566801127,56188.56166559963,80130.45428104588,102372.87794531792,120740.5158386325,Delaware
9,Transportation,5509.0,9776.0,12708.999999999998,15012.0,9776.0,12708.999999999998,15012.0,16304.0,9776.0,12708.999999999998,15012.0,16304.0,Delaware
0,Annual taxes,4996.904804322335,9824.167822014137,12176.599972137337,16030.360624627132,7624.601505213146,9315.618509843842,10797.287553647877,11945.73092395476,7624.601505213146,10764.608141588715,13695.247819234166,16292.791613536325,Florida
1,Child Care,0.0,8938.090059066773,17876.278777898122,26814.22177641063,0.0,8938.090059066773,17876.278777898122,26814.22177641063,0.0,8938.090059066773,17876.278777898122,26814.22177641063,Florida
2,Civic,2503.0,4019.0,4965.0,6482.999999999999,4019.0,4965.0,6482.999999999999,5152.999999999999,4019.0,4965.0,6482.999999999999,5152.999999999999,Florida
3,Food,3351.000000000001,4936.999999999998,7417.000000000001,9837.999999999998,6142.999999999999,7645.0,9856.0,11999.000000000004,6142.999999999999,7645.0,9856.0,11999.000000000004,Florida
4,Housing,11958.489220480653,16422.064853157077,16422.064853157077,21906.17565075703,13341.255240466515,16422.064853157077,16422.064853157077,21906.17565075703,13341.255240466515,16422.064853157077,16422.064853157077,21906.17565075703,Florida
5,Medical,2870.999999999999,9661.999999999996,9449.000000000005,9758.000000000002,6908.0,9449.000000000005,9758.000000000002,9547.0,6908.0,9449.000000000005,9758.000000000002,9547.0,Florida
6,Other,4508.000000000001,6723.000000000002,6149.999999999999,8948.000000000002,6723.000000000002,6149.999999999999,8948.000000000002,8655.0,6723.000000000002,6149.999999999999,8948.000000000002,8655.0,Florida
7,Required annual income after taxes,30823.335825418795,60599.631238558286,75111.34988684783,98882.937797617,47032.185275378455,57462.69897265532,66602.40971222833,73687.13216090771,47032.185275378455,66400.78903172215,84478.68849012646,100501.35393731837,Florida
8,Required annual income before taxes,35820.11697939786,70423.81584757945,87287.99679426533,114913.29875634436,54656.67858130408,66778.30790503479,77399.93266114099,85632.83058849243,54656.67858130408,77165.40742459493,98174.10917533493,116794.06415303911,Florida
9,Transportation,5509.000000000001,9776.0,12709.0,15012.000000000007,9776.0,12709.0,15012.000000000007,16303.999999999998,9776.0,12709.0,15012.000000000007,16303.999999999998,Florida
0,Annual taxes,7239.881610103909,13121.956051260138,16183.566397542021,21093.731484189302,10793.522569485043,12850.766593092303,15092.97704402715,16407.60590990254,10793.522569485043,14545.133300741621,18481.578860157624,21490.746214285653,Georgia
1,Child Care,0.0,6906.164304226112,13811.830319792183,20718.168423125157,0.0,6906.164304226112,13811.830319792183,20718.168423125157,0.0,6906.164304226112,13811.830319792183,20718.168423125157,Georgia
2,Civic,2503.0,4018.9999999999995,4964.999999999999,6482.999999999996,4018.9999999999995,4964.999999999999,6482.999999999996,5153.0,4018.9999999999995,4964.999999999999,6482.999999999996,5153.0,Georgia
3,Food,3351.0000000000005,4937.000000000001,7416.999999999996,9837.999999999998,6143.000000000001,7644.999999999998,9856.000000000007,11999.000000000002,6143.000000000001,7644.999999999998,9856.000000000007,11999.000000000002,Georgia
4,Housing,10933.884910817102,13139.527830469544,13139.527830469544,16898.64115452791,11336.178422196183,13139.527830469544,13139.527830469544,16898.64115452791,11336.178422196183,13139.527830469544,13139.527830469544,16898.64115452791,Georgia
5,Medical,2582.9999999999995,7863.000000000004,7649.999999999996,7959.000000000004,5877.000000000002,7649.999999999996,7959.000000000004,7748.0,5877.000000000002,7649.999999999996,7959.000000000004,7748.0,Georgia
6,Other,4508.0,6723.000000000001,6150.000000000001,8948.000000000005,6723.000000000001,6150.000000000001,8948.000000000005,8655.0,6723.000000000001,6150.000000000001,8948.000000000005,8655.0,Georgia
7,Required annual income after taxes,29510.109967955756,53486.5056451797,65965.41844712876,85980.75542561665,43996.999321296404,52381.497646271346,61521.31918803538,66880.65541711569,43996.999321296404,59287.661950497466,75333.14950782755,87598.82431297655,Georgia
8,Required annual income before taxes,36750.101465682455,66608.098783148,82148.96546085589,107074.43734170112,54790.554396749314,65232.24238751067,76614.24238751065,83288.87392243996,54790.554396749314,73832.70562045624,93814.37151469749,109089.60033107092,Georgia
9,Transportation,5509.000000000001,9776.000000000002,12709.0,15012.000000000002,9776.000000000002,12709.0,15012.000000000002,16304.000000000002,9776.000000000002,12709.0,15012.000000000002,16304.000000000002,Georgia
0,Annual taxes,9991.301620566148,19255.601847492628,23486.825743656405,31808.030910052956,15015.467574789216,18382.686590783782,21100.686590783786,24562.119763435392,15015.467574789216,20973.601847492624,26282.517104201474,33349.25682966765,Hawaii
1,Child Care,0.0,9079.946011912945,18159.943276712813,27239.889288625764,0.0,9079.946011912945,18159.943276712813,27239.889288625764,0.0,9079.946011912945,18159.943276712813,27239.889288625764,Hawaii
2,Civic,2581.0,4144.0,5120.0,6686.0,4144.0,5120.0,6686.0,5313.999999999999,4144.0,5120.0,6686.0,5313.999999999999,Hawaii
3,Food,3999.0,5893.0,8853.0,11742.0,7331.999999999999,9124.0,11764.0,14321.0,7331.999999999999,9124.0,11764.0,14321.0,Hawaii
4,Housing,17458.45950042844,25232.612120290476,25232.612120290476,35538.67699432128,19327.470744677157,25232.612120290476,25232.612120290476,35538.67699432128,19327.470744677157,25232.612120290476,25232.612120290476,35538.67699432128,Hawaii
5,Medical,1888.0,7166.999999999999,6954.0,7263.0,5853.999999999999,6954.0,7263.0,7051.999999999999,5853.999999999999,6954.0,7263.0,7051.999999999999,Hawaii
6,Other,4748.0,7079.999999999999,6477.0,9424.0,7079.999999999999,6477.0,9424.0,9114.999999999998,7079.999999999999,6477.0,9424.0,9114.999999999998,Hawaii
7,Required annual income after taxes,35735.45950042844,67482.3927557124,82310.6986599672,111471.61753583395,52622.58486828126,64422.446743799446,73947.75538325438,86077.67699432129,52622.58486828126,73502.3927557124,92107.6986599672,113317.56628294705,Hawaii
8,Required annual income before taxes,45726.64699739048,86738.25198977301,105797.21576416866,143279.79170885083,67638.74380361555,82805.27659754714,95048.39072115124,110639.1053972116,67638.74380361555,94476.13786616892,118390.21576416866,146666.7089890106,Hawaii
9,Transportation,4938.0,8762.0,11391.0,13456.0,8762.0,11391.0,13456.0,14612.999999999998,8762.0,11391.0,13456.0,14612.999999999998,Hawaii
0,Annual taxes,6877.686475681436,13382.207844322404,16498.17104247323,21895.64937574554,10863.65317454628,13291.654344201466,15740.5530519594,17455.83880986038,10863.65317454628,14929.905172836152,19016.605551323773,22369.91420465769,Idaho
1,Child Care,0.0,6372.048293659778,12743.857196344774,19115.905490004552,0.0,6372.048293659778,12743.857196344774,19115.905490004552,0.0,6372.048293659778,12743.857196344774,19115.905490004552,Idaho
2,Civic,2581.0,4143.999999999998,5120.0,6685.999999999998,4143.999999999998,5120.0,6685.999999999998,5313.999999999998,4143.999999999998,5120.0,6685.999999999998,5313.999999999998,Idaho
3,Food,3999.0000000000005,5892.999999999997,8852.999999999998,11742.000000000004,7332.000000000001,9123.999999999998,11764.0,14321.000000000004,7332.000000000001,9123.999999999998,11764.0,14321.000000000004,Idaho
4,Housing,8170.345076643875,11716.619270533307,11716.619270533307,16565.346887855954,9289.197913083475,11716.619270533307,11716.619270533307,16565.346887855954,9289.197913083475,11716.619270533307,11716.619270533307,16565.346887855954,Idaho
5,Medical,2193.9999999999995,7965.000000000001,7752.000000000004,8062.000000000001,5528.999999999998,7752.000000000004,8062.000000000001,7850.999999999998,5528.999999999998,7752.000000000004,8062.000000000001,7850.999999999998,Idaho
6,Other,4748.0,7079.999999999999,6476.999999999998,9424.0,7079.999999999999,6476.999999999998,9424.0,9115.0,7079.999999999999,6476.999999999998,9424.0,9115.0,Idaho
7,Required annual income after taxes,26753.47878298099,52056.795247424874,64177.20535648437,85173.28027372409,42259.78358026913,51704.81510887128,61229.897536039876,67903.18900451926,42259.78358026913,58076.86340253104,73973.75473238462,87019.09449452382,Idaho
8,Required annual income before taxes,33631.198182289816,65439.282562493776,80674.95831839892,107069.02365973147,53123.4027094949,64996.988972338295,76970.42835475208,85359.00412164211,53123.4027094949,73006.9012358222,92990.6655760887,109388.90666378548,Idaho
9,Transportation,4938.000000000001,8762.000000000002,11390.999999999996,13455.999999999995,8762.000000000002,11390.999999999996,13455.999999999995,14613.0,8762.000000000002,11390.999999999996,13455.999999999995,14613.0,Idaho
0,Annual taxes,7153.430884064508,13666.941600634404,17125.054063370768,22542.40904407697,10757.94748834251,12877.544842076539,15116.540738165297,16411.522272649072,10757.94748834251,15028.409139555913,19418.547865817043,22864.386330108315,Illinois
1,Child Care,0.0,9229.594569131807,18459.021475788675,27689.078184110665,0.0,9229.594569131807,18459.021475788675,27689.078184110665,0.0,9229.594569131807,18459.021475788675,27689.078184110665,Illinois
2,Civic,2894.0000000000005,4646.0,5741.000000000001,7496.000000000004,4646.0,5741.000000000001,7496.000000000004,5959.000000000001,4646.0,5741.000000000001,7496.000000000004,5959.000000000001,Illinois
3,Food,3423.000000000001,5044.0,7577.0,10049.999999999998,6274.999999999999,7809.000000000001,10067.999999999996,12257.000000000002,6274.999999999999,7809.000000000001,10067.999999999996,12257.000000000002,Illinois
4,Housing,11296.474416131405,14829.724606888882,14829.724606888882,19023.219290531288,12516.34433316012,14829.724606888882,14829.724606888882,19023.219290531288,12516.34433316012,14829.724606888882,14829.724606888882,19023.219290531288,Illinois
5,Medical,2714.999999999999,7990.999999999998,7778.000000000002,8087.000000000001,5822.0,7778.000000000002,8087.000000000001,7875.999999999996,5822.0,7778.000000000002,8087.000000000001,7875.999999999996,Illinois
6,Other,4939.000000000002,7365.999999999997,6739.000000000002,9803.999999999996,7365.999999999997,6739.000000000002,9803.999999999996,9484.000000000005,7365.999999999997,6739.000000000002,9803.999999999996,9484.000000000005,Illinois
7,Required annual income after taxes,30695.640842430555,58644.206636323965,73484.71785008987,96729.3689674501,46163.31596765547,55258.52824701774,64865.555809008125,70421.36750335938,46163.31596765547,64488.122816149546,83324.57728479677,98110.44568747003,Illinois
8,Required annual income before taxes,37849.776148284676,72310.64408887518,90609.7384211935,119271.73753671045,56921.287972201906,68136.03048383858,79982.08976375894,86832.79502778352,56921.287972201906,79516.40137056781,102742.67219576081,120974.73753671054,Illinois
9,Transportation,5304.999999999999,9414.000000000004,12238.999999999998,14455.999999999996,9414.000000000004,12238.999999999998,14455.999999999996,15699.999999999998,9414.000000000004,12238.999999999998,14455.999999999996,15699.999999999998,Illinois
0,Annual taxes,5645.117012537762,10524.177432231085,13003.233448465156,17059.513639396362,8777.519680926653,10421.354057207649,12414.350640132638,13400.873656033185,8777.519680926653,11736.415349572962,15044.275029097602,17346.03483531555,Indiana
1,Child Care,0.0,6339.472086569997,12678.83551003748,19018.150493989717,0.0,6339.472086569997,12678.83551003748,19018.150493989717,0.0,6339.472086569997,12678.83551003748,19018.150493989717,Indiana
2,Civic,2893.9999999999995,4646.0,5741.0,7495.999999999998,4646.0,5741.0,7495.999999999998,5959.000000000001,4646.0,5741.0,7495.999999999998,5959.000000000001,Indiana
3,Food,3423.0000000000023,5044.000000000001,7577.0,10049.999999999998,6275.000000000003,7809.0,10067.999999999998,12257.000000000005,6275.000000000003,7809.0,10067.999999999998,12257.000000000005,Indiana
4,Housing,7846.176078806539,11117.314360803251,11117.314360803251,14510.783172548316,8985.504315431044,11117.314360803251,11117.314360803251,14510.783172548316,8985.504315431044,11117.314360803251,11117.314360803251,14510.783172548316,Indiana
5,Medical,2682.000000000001,6684.000000000005,6470.999999999999,6781.000000000001,5503.999999999999,6470.999999999999,6781.000000000001,6569.000000000003,5503.999999999999,6470.999999999999,6781.000000000001,6569.000000000003,Indiana
6,Other,4938.999999999998,7366.000000000001,6739.000000000004,9804.0,7366.000000000001,6739.000000000004,9804.0,9484.000000000002,7366.000000000001,6739.000000000004,9804.0,9484.000000000002,Indiana
7,Required annual income after taxes,27213.01679941144,50734.683416466214,62685.13001173563,82239.14100362692,42314.537817078985,50238.86534055062,59845.91773394466,64602.076217354006,42314.537817078985,56578.33742712061,72524.75324398212,83620.23364340045,Indiana
8,Required annual income before taxes,32857.84376624918,61258.84010491968,75688.34099449484,99298.78090532804,51092.13467964539,60660.241676285375,72260.54546184957,78003.21673920394,51092.13467964539,68314.8401049197,87569.24744473066,100966.2923664836,Indiana
